45274,home,1.04,0.87,food,2.1,1.63,travel,0.76,0.32,shopping,1.39,1.04,other,2.16,1.5976964486972,2.1,7.45,5.4576964486972
45489,home,0.75,0.75,food,0.46,0.35,travel,1.15,0.58,shopping,1.38,1.06,other,2.16,1.5976964486972,1.38,5.9,4.3376964486972
45505,home,0.75,0.75,food,0.97,0.79,travel,1.71,0.82,shopping,1.55,1.12,other,2.16,1.5976964486972,1.71,7.14,5.0776964486972
45552,home,0.78,0.76,food,1.04,0.83,travel,15.27,6.05,shopping,2.27,1.68,other,2.16,1.5976964486972,15.27,21.52,10.917696448697
45775,home,0.75,0.75,food,1.49,1.25,travel,3.41,1.48,shopping,2.13,1.61,other,2.16,1.5976964486972,3.41,9.94,6.6876964486972
46591,home,1.11,0.89,food,1.79,1.46,travel,1.82,0.84,shopping,1.39,1.12,other,2.16,1.5976964486972,1.82,8.27,5.9076964486972
46724,home,0.83,0.78,food,2.09,1.63,travel,0.14,0.05,shopping,1.87,1.4,other,2.16,1.5976964486972,2.09,7.09,5.4576964486972
46751,home,1.44,1.02,food,1.8,1.46,travel,3.11,1.36,shopping,1.28,1,other,2.16,1.5976964486972,3.11,9.79,6.4376964486972
46773,home,0.76,0.75,food,1.25,0.94,travel,6.25,2.57,shopping,2.09,1.4,other,2.16,1.5976964486972,6.25,12.51,7.2576964486972
46779,home,0.76,0.76,food,2.63,2.14,travel,2.25,1.03,shopping,2.54,1.79,other,2.16,1.5976964486972,2.63,10.34,7.3176964486972
46805,home,0.89,0.81,food,1.73,1.41,travel,6.59,2.71,shopping,1.61,1.17,other,2.16,1.5976964486972,6.59,12.98,7.6976964486972
46824,home,0.82,0.78,food,0.86,0.66,travel,3.71,1.59,shopping,1.56,1.15,other,2.16,1.5976964486972,3.71,9.11,5.7776964486972
46826,home,1.41,1.01,food,3.37,2.62,travel,7.17,2.93,shopping,2.96,2.21,other,2.16,1.5976964486972,7.17,17.07,10.367696448697
46900,home,0.8,0.77,food,3.1,2.42,travel,2.35,1.07,shopping,1.42,1.05,other,2.16,1.5976964486972,3.1,9.83,6.9076964486972
46929,home,1.13,0.9,food,1.85,1.51,travel,17.21,6.8,shopping,1.55,1.22,other,2.16,1.5976964486972,17.21,23.9,12.027696448697
46968,home,0.75,0.75,food,2.16,1.68,travel,1.71,0.69,shopping,1.8,1.43,other,2.16,1.5976964486972,2.16,8.58,6.1476964486972
47156,home,0.76,0.76,food,1.87,1.51,travel,3.68,1.58,shopping,2.02,1.48,other,2.16,1.5976964486972,3.68,10.49,6.9276964486972
47199,home,0.75,0.75,food,2.16,1.68,travel,3,1.32,shopping,2.07,1.51,other,2.16,1.5976964486972,3,10.14,6.8576964486972
47212,home,1.25,0.94,food,0.55,0.44,travel,2.67,1.19,shopping,1.17,0.89,other,2.16,1.5976964486972,2.67,7.8,5.0576964486972
